,pws
2020-01-01,0.0
2020-01-02,0.7394609512361985
2020-01-03,0.7948164850846808
2020-01-06,0.7613496754000759
2020-01-07,0.7864994450693685
2020-01-08,0.7436531817170975
2020-01-09,0.7715059365022745
2020-01-10,0.77099525723357
2020-01-13,0.7306878076860949
2020-01-14,0.7913984762184115
2020-01-15,0.760933370671582
2020-01-16,0.7739227249192997
2020-01-17,0.7760203063742441
2020-01-20,0.760524548576943
2020-01-21,0.7589806914166871
2020-01-22,0.7484864713995399
2020-01-23,0.7385828146560145
2020-01-24,0.7425632898421494
2020-01-27,0.7719212943064718
2020-01-28,0.750251575997007
2020-01-29,0.7238737621426345
2020-01-30,0.7808282057564239
2020-01-31,0.7533790952177523
2020-02-03,0.7665891509736327
2020-02-04,0.7665929193614105
2020-02-05,0.7441433649674002
2020-02-06,0.7712783345135207
2020-02-07,0.7538838908108754
2020-02-10,0.7681721179236205
2020-02-11,0.7412659248278998
2020-02-12,0.7203939152024262
2020-02-13,0.7871303987897409
2020-02-14,0.7587096814446865
2020-02-17,0.771264204440778
2020-02-18,0.7420862679581239
2020-02-19,0.7497758790360426
2020-02-20,0.7856611136172978
2020-02-21,0.7656837128083231
2020-02-24,0.7533407293213061
2020-02-25,0.7713169327717594
2020-02-26,0.7917680750584628
2020-02-27,0.7524945948064993
2020-02-28,0.735729932166402
2020-03-02,0.7688643733218065
2020-03-03,0.7527179529185736
2020-03-04,0.7636950293793484
2020-03-05,0.7592076339343712
2020-03-06,0.7388542039824911
2020-03-09,0.7891694412031823
2020-03-10,0.7735327001957768
2020-03-11,0.7504591042670798
2020-03-12,0.7707771859493914
2020-03-13,0.7765494740872456
2020-03-16,0.7608467797588091
2020-03-17,0.7651266822835809
2020-03-18,0.7639385584278237
2020-03-19,0.8082537033870293
2020-03-20,0.7519018333885656
2020-03-23,0.7370730657010963
2020-03-24,0.7329835272729749
2020-03-25,0.762745996994939
2020-03-26,0.7716068453693788
2020-03-27,0.7539727764952825
2020-03-30,0.7411049354415892
2020-03-31,0.7360678845665548
2020-04-01,0.7854738718065364
2020-04-02,0.7499580422418094
2020-04-03,0.7470185675273467
2020-04-06,0.790372394533539
2020-04-07,0.7571466716956873
2020-04-08,0.7733648455049804
2020-04-09,0.7608490656981763
2020-04-10,0.7667419720060583
2020-04-13,0.7546123366374534
2020-04-14,0.7708845635119626
2020-04-15,0.7831106810585621
2020-04-16,0.7648656134304773
2020-04-17,0.7830963442136427
2020-04-20,0.7785577943153853
2020-04-21,0.7734694107238638
2020-04-22,0.7550100668824503
2020-04-23,0.7519624292958437
2020-04-24,0.7648602502597024
2020-04-27,0.7560969906012805
2020-04-28,0.749295717733211
2020-04-29,0.7615875480088795
2020-04-30,0.759527282362928
2020-05-01,0.7549127441816892
2020-05-04,0.7389111734468382
2020-05-05,0.7585891411176349
2020-05-06,0.7590212774861531
2020-05-07,0.7363385032508292
2020-05-08,0.7437148047051213
2020-05-11,0.790275902133933
2020-05-12,0.7818017101769135
2020-05-13,0.7638523420978248
2020-05-14,0.7262125700527069
2020-05-15,0.7646904366253707
2020-05-18,0.7798962109665236
2020-05-19,0.793980305798076
2020-05-20,0.7458424586430031
2020-05-21,0.7381389957758412
2020-05-22,0.7543816228956115
2020-05-25,0.7611214635123233
2020-05-26,0.7690696422866122
2020-05-27,0.7575652407675306
2020-05-28,0.7405952710553314
2020-05-29,0.7572724611163301
2020-06-01,0.7459576581488869
2020-06-02,0.7347165819976277
2020-06-03,0.7634462659977701
2020-06-04,0.7841862759227032
2020-06-05,0.7448399208308057
2020-06-08,0.7714399934579057
2020-06-09,0.7799520885382354
2020-06-10,0.8006134231783553
2020-06-11,0.7458203137737146
2020-06-12,0.7826148995660384
2020-06-15,0.7850163745962283
2020-06-16,0.7783922491833265
2020-06-17,0.7557015260573039
2020-06-18,0.730100024549572
2020-06-19,0.7841034040103603
2020-06-22,0.762230311730921
2020-06-23,0.7624879726702424
2020-06-24,0.7744356999197094
2020-06-25,0.7633155539460048
2020-06-26,0.7774419109336573
2020-06-29,0.7244156253644978
2020-06-30,0.7706647173601643
2020-07-01,0.7566419541078157
2020-07-02,0.7433332004320429
2020-07-03,0.7765557304573781
2020-07-06,0.7365084782872006
2020-07-07,0.7762453515949229
2020-07-08,0.7520147796455426
2020-07-09,0.7784080777532927
2020-07-10,0.7665455942286749
2020-07-13,0.7665187538990014
2020-07-14,0.762270405606153
2020-07-15,0.7806566166469878
2020-07-16,0.7724964965326666
2020-07-17,0.7624081028672235
2020-07-20,0.7476287643425925
2020-07-21,0.7777846121499399
2020-07-22,0.7370038352907176
2020-07-23,0.7549256861419866
2020-07-24,0.7649886726857934
2020-07-27,0.766317810272019
2020-07-28,0.7441193690297168
2020-07-29,0.734304412076176
2020-07-30,0.7376985136246933
2020-07-31,0.7624941892909112
2020-08-03,0.7264420198683773
2020-08-04,0.7511767373736541
2020-08-05,0.7478741147111299
2020-08-06,0.7458703718423093
2020-08-07,0.7715045727776867
2020-08-10,0.7315642133659641
2020-08-11,0.7492616491154972
2020-08-12,0.766732721638492
2020-08-13,0.7431427824891642
2020-08-14,0.7587133457823932
2020-08-17,0.7865132211270799
2020-08-18,0.7726723459688085
2020-08-19,0.7640365327368033
2020-08-20,0.7784781876243291
2020-08-21,0.7387717635569491
2020-08-24,0.7356526052616021
2020-08-25,0.7433073477793376
2020-08-26,0.7688147294815628
2020-08-27,0.7573606305849394
2020-08-28,0.7609152298325275
2020-08-31,0.7554297127798735
2020-09-01,0.7788707240060273
2020-09-02,0.7498472468554828
2020-09-03,0.7600096182048058
2020-09-04,0.7208322040660905
2020-09-07,0.7602695398638667
2020-09-08,0.7725882431276376
2020-09-09,0.7984755572461184
2020-09-10,0.7932460556283231
2020-09-11,0.7791998752962089
2020-09-14,0.7640216778646518
2020-09-15,0.7229097379923959
2020-09-16,0.7373538850079882
2020-09-17,0.7317844194767836
2020-09-18,0.7776039149059404
2020-09-21,0.7593102953894909
2020-09-22,0.7592084905800526
2020-09-23,0.7422559424239167
2020-09-24,0.7621220012540048
2020-09-25,0.7976944461396923
2020-09-28,0.8010260948340023
2020-09-29,0.7496869827404083
2020-09-30,0.729639772902336
2020-10-01,0.7604175097698657
2020-10-02,0.7662342242911099
2020-10-05,0.758845930657101
2020-10-06,0.7950032478409141
2020-10-07,0.7526254756124663
2020-10-08,0.7722056957549721
2020-10-09,0.7423425817566573
2020-10-12,0.7724274582477761
2020-10-13,0.7541522287615058
2020-10-14,0.7937981410206685
2020-10-15,0.7450283586104628
2020-10-16,0.7728800156919355
2020-10-19,0.7736647797757775
2020-10-20,0.7496629350009901
2020-10-21,0.7503818456641153
2020-10-22,0.7787309857386511
2020-10-23,0.7638034102768174
2020-10-26,0.7631520168384173
2020-10-27,0.7656977051616484
2020-10-28,0.7698093757314904
2020-10-29,0.7848569623865829
2020-10-30,0.763695043088214
2020-11-02,0.7564357646965222
2020-11-03,0.725967875737394
2020-11-04,0.7486515832366746
2020-11-05,0.7744313148144474
2020-11-06,0.7353266025972809
2020-11-09,0.7519641057825501
2020-11-10,0.7573484857945145
2020-11-11,0.7923129986335914
2020-11-12,0.764524366887631
2020-11-13,0.8002072063675402
2020-11-16,0.7197448606032679
2020-11-17,0.7744336035773757
2020-11-18,0.7489667269410066
2020-11-19,0.7574303432781161
2020-11-20,0.7847005484340636
2020-11-23,0.7483886941389998
2020-11-24,0.7356143364305937
2020-11-25,0.7774985661054898
2020-11-26,0.76075949597248
2020-11-27,0.7567657928225892
2020-11-30,0.7318984458730995
2020-12-01,0.7731895498509931
2020-12-02,0.7371018825222256
2020-12-03,0.7697231275597856
2020-12-04,0.7271013441403642
2020-12-07,0.7657646077837906
2020-12-08,0.7636188634682277
2020-12-09,0.7442230113695435
2020-12-10,0.7471988551767709
2020-12-11,0.7556552388753031
2020-12-14,0.7694735475164898
2020-12-15,0.7577263052993418
2020-12-16,0.7320254131266304
2020-12-17,0.7558329586145052
2020-12-18,0.7285579896129712
2020-12-21,0.7719084179097693
2020-12-22,0.7631506725264505
2020-12-23,0.7831050670576584
2020-12-24,0.8025453642360397
2020-12-25,0.7583809433498558
2020-12-28,0.759106041169665
2020-12-29,0.7718717949050131
2020-12-30,0.7656063069906388
2020-12-31,0.7711936354716458
2021-01-01,0.7550021882510077
2021-01-04,0.7500382152404622
2021-01-05,0.7389571655258055
2021-01-06,0.7747251470146617
2021-01-07,0.8024087494218735
2021-01-08,0.7671661583537364
2021-01-11,0.7641613850723703
2021-01-12,0.778996611080559
2021-01-13,0.766159189527195
2021-01-14,0.7418702697408689
2021-01-15,0.7382832882242619
2021-01-18,0.7379648238647036
2021-01-19,0.7522550161190705
2021-01-20,0.7537825353960683
2021-01-21,0.7678322124785124
2021-01-22,0.7368815652009101
2021-01-25,0.7811251908751471
2021-01-26,0.7616546662780863
2021-01-27,0.7292756425591419
2021-01-28,0.7881557559894513
2021-01-29,0.7507241031695739
2021-02-01,0.7809434063157698
2021-02-02,0.7429212370158513
2021-02-03,0.7674929133710204
2021-02-04,0.7511482299357849
2021-02-05,0.7603859128259371
2021-02-08,0.7588998912928144
2021-02-09,0.7639040943681898
2021-02-10,0.7792291959254247
2021-02-11,0.7603990179489332
2021-02-12,0.7662837549239365
2021-02-15,0.7561500480615296
2021-02-16,0.7275181709750588
2021-02-17,0.7854105016846922
2021-02-18,0.773041501410201
2021-02-19,0.7713332225723951
2021-02-22,0.7527360312886362
2021-02-23,0.7519936700976378
2021-02-24,0.7678078222726696
2021-02-25,0.7597548926903372
2021-02-26,0.7422385349588425
2021-03-01,0.7639230093619224
2021-03-02,0.7760347076868448
2021-03-03,0.7663754461793311
2021-03-04,0.785236702737111
2021-03-05,0.7646014322637265
2021-03-08,0.7788354961680138
2021-03-09,0.7434629763763466
2021-03-10,0.7563487975801805
2021-03-11,0.7578214931005633
2021-03-12,0.7537426702767521
2021-03-15,0.7419455970365713
2021-03-16,0.7653092373665363
2021-03-17,0.7321893652416194
2021-03-18,0.7458756245128112
2021-03-19,0.738334929784923
2021-03-22,0.7797436616087036
2021-03-23,0.7406498662311018
2021-03-24,0.7656909998321904
2021-03-25,0.7729568279062418
2021-03-26,0.7629569619706918
2021-03-29,0.7500488549006381
2021-03-30,0.7843052537265871
2021-03-31,0.7998084271699527
2021-04-01,0.7967489867694385
2021-04-02,0.75692016628596
2021-04-05,0.7795454564875598
2021-04-06,0.7489986232339371
2021-04-07,0.7355630901446286
2021-04-08,0.7457206839461815
2021-04-09,0.7349640863787448
2021-04-12,0.7604233074798147
2021-04-13,0.7471089560284708
2021-04-14,0.7820395196076728
2021-04-15,0.756384142283707
2021-04-16,0.7778627065278924
2021-04-19,0.7693185041759754
2021-04-20,0.7401170763112669
2021-04-21,0.7680515554801152
2021-04-22,0.7617205774639502
2021-04-23,0.8017011265537642
2021-04-26,0.7527684573105923
2021-04-27,0.7821716052748673
2021-04-28,0.7564766013922165
2021-04-29,0.7626531715104935
2021-04-30,0.7601248626751803
2021-05-03,0.7371549290779335
2021-05-04,0.77913327066949
2021-05-05,0.7918740594532309
2021-05-06,0.8012631795476051
2021-05-07,0.7478436448290298
2021-05-10,0.755581878206811
2021-05-11,0.7438653481759689
2021-05-12,0.7698582582736295
2021-05-13,0.7803650577367619
2021-05-14,0.7523445702700432
2021-05-17,0.7665585965376307
2021-05-18,0.7595245344959282
2021-05-19,0.7625479340847002
2021-05-20,0.7473170004911375
2021-05-21,0.7428039999239738
2021-05-24,0.7737019860845491
2021-05-25,0.7670940053507871
2021-05-26,0.720903683435237
