,pws
2020-01-01,0.0
2020-01-02,1.0
2020-01-03,0.9783185055959118
2020-01-06,0.9032098353053363
2020-01-07,0.9253839391073797
2020-01-08,0.9319790148084618
2020-01-09,0.9073780265802998
2020-01-10,0.9481281951485427
2020-01-13,0.8698636011346896
2020-01-14,0.9102762194518899
2020-01-15,0.8683233074357588
2020-01-16,0.9006441489928799
2020-01-17,0.8944015380763365
2020-01-20,0.8669592349468715
2020-01-21,0.9177636194822569
2020-01-22,0.8848752356046354
2020-01-23,0.9045296469574673
2020-01-24,0.9009928411502295
2020-01-27,0.8692784947001928
2020-01-28,0.893808856457839
2020-01-29,0.8501036875816917
2020-01-30,0.8720404571544975
2020-01-31,0.8391693011156292
2020-02-03,0.8682877395621186
2020-02-04,0.8625253084187003
2020-02-05,0.8562464502923588
2020-02-06,0.8381420076395616
2020-02-07,0.8431332620724628
2020-02-10,0.8704844301756729
2020-02-11,0.8512049225404656
2020-02-12,0.8417539157130817
2020-02-13,0.8484179385463644
2020-02-14,0.8485694655984346
2020-02-17,0.8285239850511904
2020-02-18,0.8558129040986322
2020-02-19,0.8404911084669852
2020-02-20,0.8152075938600728
2020-02-21,0.7982343366839821
2020-02-24,0.7873987325643342
2020-02-25,0.8068446677758823
2020-02-26,0.8122973510397663
2020-02-27,0.8199013985220951
2020-02-28,0.797087834416672
2020-03-02,0.8161727388940593
2020-03-03,0.81067723209209
2020-03-04,0.8219721585073839
2020-03-05,0.8120121222966447
2020-03-06,0.8174645897932667
2020-03-09,0.804660172080912
2020-03-10,0.821077074844406
2020-03-11,0.8210226380507523
2020-03-12,0.8442038982397957
2020-03-13,0.8204560770351672
2020-03-16,0.8123958959377658
2020-03-17,0.8353085884820283
2020-03-18,0.7916359830284287
2020-03-19,0.7942999958114746
2020-03-20,0.7762997250253908
2020-03-23,0.7683559821143359
2020-03-24,0.7875234523101913
2020-03-25,0.7802899600889979
2020-03-26,0.79030873629447
2020-03-27,0.7919124280982612
2020-03-30,0.7448816534134349
2020-03-31,0.801749286387805
2020-04-01,0.7922489802381153
2020-04-02,0.7733833425856693
2020-04-03,0.783366876128014
2020-04-06,0.786591021578318
2020-04-07,0.7590254162581643
2020-04-08,0.7851179473890049
2020-04-09,0.7714667192191397
2020-04-10,0.7727392924536212
2020-04-13,0.7876809717988614
2020-04-14,0.7717473621996915
2020-04-15,0.7947428851805479
2020-04-16,0.7964754628919684
2020-04-17,0.800658520270869
2020-04-20,0.791541258210801
2020-04-21,0.7928163790545306
2020-04-22,0.7863267811968937
2020-04-23,0.7777760544118835
2020-04-24,0.7917950397123086
2020-04-27,0.7754512038538528
2020-04-28,0.7878172283842547
2020-04-29,0.7775146612729571
2020-04-30,0.7965959510040534
2020-05-01,0.7920407147000715
2020-05-04,0.8060336221657229
2020-05-05,0.7758000992133095
2020-05-06,0.818142763644837
