,pws
2020-01-01,0.0
2020-01-02,1.0
2020-01-03,0.9622011884554926
2020-01-06,0.9228676291150684
2020-01-07,0.9257294785255654
2020-01-08,0.9380021138223594
2020-01-09,0.9171673554526685
2020-01-10,0.9214623932813547
2020-01-13,0.8862750024251077
2020-01-14,0.881267998282608
2020-01-15,0.878104711757118
2020-01-16,0.8637425236707679
2020-01-17,0.9106013046096992
2020-01-20,0.8481421111602548
2020-01-21,0.8954870137531611
2020-01-22,0.8917416801565897
2020-01-23,0.858298301527588
2020-01-24,0.8547401861589929
2020-01-27,0.8590873749797118
2020-01-28,0.8702003569363153
2020-01-29,0.9037717106723752
2020-01-30,0.8147244475344988
2020-01-31,0.9038074890541801
2020-02-03,0.828422831523642
2020-02-04,0.8477491569752209
2020-02-05,0.829240695266309
2020-02-06,0.8941556172594415
2020-02-07,0.8238538655592114
2020-02-10,0.8736234920439165
2020-02-11,0.8536687715375676
2020-02-12,0.8711699804484332
2020-02-13,0.8457618411791388
2020-02-14,0.8431176879526879
2020-02-17,0.8359911990112224
2020-02-18,0.8378815652373105
2020-02-19,0.8120575127486654
2020-02-20,0.8135281121545733
2020-02-21,0.8058570160598822
2020-02-24,0.8144196619104918
2020-02-25,0.8016761575354405
2020-02-26,0.7942301355647249
2020-02-27,0.7863127813885463
2020-02-28,0.7663582856262131
2020-03-02,0.782752923932374
2020-03-03,0.7676803307847405
2020-03-04,0.8048326155838104
2020-03-05,0.7940256418376949
2020-03-06,0.7957152294993509
2020-03-09,0.7913043813057521
2020-03-10,0.7936339110587962
2020-03-11,0.7861317649737883
2020-03-12,0.789202795508757
2020-03-13,0.78049974793217
2020-03-16,0.7931750582968785
2020-03-17,0.7727455264675839
2020-03-18,0.7690230427726489
2020-03-19,0.751779906251974
2020-03-20,0.7733525931875311
2020-03-23,0.7510514013542041
2020-03-24,0.7762586353671219
2020-03-25,0.7531347649115198
2020-03-26,0.7729699727792105
2020-03-27,0.7647694648977998
2020-03-30,0.7833436397438046
2020-03-31,0.7735222379879548
2020-04-01,0.7653791674305971
2020-04-02,0.7680714900637536
2020-04-03,0.7657609316561838
2020-04-06,0.7503779407738941
2020-04-07,0.7584769579390923
2020-04-08,0.7686037642283655
2020-04-09,0.7547167149252489
2020-04-10,0.7811609899907568
2020-04-13,0.7768172473626221
2020-04-14,0.7836813260194273
2020-04-15,0.7849451490575204
2020-04-16,0.7829714739358745
2020-04-17,0.7833841893646337
2020-04-20,0.7672455729565405
2020-04-21,0.7716422210501507
2020-04-22,0.7649419141696735
2020-04-23,0.8008084735251536
2020-04-24,0.7483620044673645
2020-04-27,0.7861466518821523
2020-04-28,0.7376886078300972
2020-04-29,0.7936322708741638
2020-04-30,0.7672560025083978
2020-05-01,0.8012664006492695
2020-05-04,0.8034075671930402
2020-05-05,0.7888076143681576
2020-05-06,0.7857017129519881
