,pws
2020-01-01,0.0
2020-01-02,0.7546688755489799
2020-01-03,0.7364769953990524
2020-01-06,0.7451184450768806
2020-01-07,0.7661696722850279
2020-01-08,0.7547435932589377
2020-01-09,0.7592945440940294
2020-01-10,0.7632567807840025
2020-01-13,0.7495828205059928
2020-01-14,0.7504790445287802
2020-01-15,0.7262278875409484
2020-01-16,0.793857888267019
2020-01-17,0.7562014392866062
2020-01-20,0.7541258345295196
2020-01-21,0.7909913389324676
2020-01-22,0.7725571926684474
2020-01-23,0.7405856992226544
2020-01-24,0.7754687066067244
2020-01-27,0.7246855312969054
2020-01-28,0.7515271045592739
2020-01-29,0.7402229669825554
2020-01-30,0.7413103741548475
2020-01-31,0.7550152910795689
2020-02-03,0.7680548386997419
2020-02-04,0.7441903063519232
2020-02-05,0.7348260656271351
2020-02-06,0.7554608743362805
2020-02-07,0.7930231584785516
2020-02-10,0.7667525990542524
2020-02-11,0.7274259856172127
2020-02-12,0.7617551210633835
2020-02-13,0.7671720911727161
2020-02-14,0.7417810207212406
2020-02-17,0.7615312524811139
2020-02-18,0.738459853685801
2020-02-19,0.7637927118981
2020-02-20,0.750160951509314
2020-02-21,0.7547152624290224
2020-02-24,0.764525370660648
2020-02-25,0.788419396817106
2020-02-26,0.7464502001542875
2020-02-27,0.7893850623586736
2020-02-28,0.7765911241160314
2020-03-02,0.7575249510172792
2020-03-03,0.7663976522745459
2020-03-04,0.746086995872746
2020-03-05,0.777019375510902
2020-03-06,0.7588163264768822
2020-03-09,0.7786543241379288
2020-03-10,0.7577227989906036
2020-03-11,0.7637087900195421
2020-03-12,0.7356281190529574
2020-03-13,0.736772628730487
2020-03-16,0.7373352342366736
2020-03-17,0.7765196921198441
2020-03-18,0.7592755510974805
2020-03-19,0.7543145972424351
2020-03-20,0.7460771083200709
2020-03-23,0.7926294447668488
2020-03-24,0.767103882482006
2020-03-25,0.7657922079436582
2020-03-26,0.7585155828478763
2020-03-27,0.745541633680066
2020-03-30,0.7565986121105985
2020-03-31,0.7518305951636224
2020-04-01,0.7497478358691823
2020-04-02,0.7392117291873009
2020-04-03,0.756070323277024
2020-04-06,0.7753483986788816
2020-04-07,0.7577755933891054
2020-04-08,0.7694721739499502
2020-04-09,0.777115070541994
2020-04-10,0.7496276055838345
2020-04-13,0.7731682355650311
2020-04-14,0.7417014725630198
2020-04-15,0.7589486107414067
2020-04-16,0.7804568112137075
2020-04-17,0.772302918008753
2020-04-20,0.7791456567535987
2020-04-21,0.7319669330436352
2020-04-22,0.7527654840989848
2020-04-23,0.7456299302106849
2020-04-24,0.7705509737021266
2020-04-27,0.768810191212636
2020-04-28,0.7718151295565462
2020-04-29,0.7715606589668643
2020-04-30,0.7602387130475059
2020-05-01,0.7320429125672918
2020-05-04,0.7546852721930217
2020-05-05,0.7536915917487496
2020-05-06,0.7556744117913688
