,pws
2020-01-01,0.0
2020-01-02,1.0
2020-01-03,0.9602789457079596
2020-01-06,0.915933253713104
2020-01-07,0.9247607106048328
2020-01-08,0.9600189355911701
2020-01-09,0.9431813199813047
2020-01-10,0.9097244433404088
2020-01-13,0.9167318134599343
2020-01-14,0.8904785605227559
2020-01-15,0.9133144252101189
2020-01-16,0.8560971530513461
2020-01-17,0.8887230404575246
2020-01-20,0.8452052383449492
2020-01-21,0.8853158347802309
2020-01-22,0.8800984287926025
2020-01-23,0.844055760653601
2020-01-24,0.8468601392384465
2020-01-27,0.8533330698726903
2020-01-28,0.8191325918850717
2020-01-29,0.9100615281734368
2020-01-30,0.8430035404760925
2020-01-31,0.9052328532405196
2020-02-03,0.876438456809116
2020-02-04,0.8586543547933823
2020-02-05,0.8675990020152252
2020-02-06,0.8710547328971783
2020-02-07,0.8708676427304342
2020-02-10,0.8450086562392225
2020-02-11,0.8842341385937365
2020-02-12,0.851128233967748
2020-02-13,0.8475964477847636
2020-02-14,0.8347947583135581
2020-02-17,0.8640389771408419
2020-02-18,0.8414287575705618
2020-02-19,0.83949447785439
2020-02-20,0.8226431852349873
2020-02-21,0.8072209461910586
2020-02-24,0.822743647436916
2020-02-25,0.7885037801441883
2020-02-26,0.8105621100885274
2020-02-27,0.8278586453695619
2020-02-28,0.803355888429455
2020-03-02,0.8101290599424128
2020-03-03,0.828110216311044
2020-03-04,0.804449045294459
2020-03-05,0.8256893537612643
2020-03-06,0.8382856600974355
2020-03-09,0.8112908146180365
2020-03-10,0.8220694058223094
2020-03-11,0.7950393839066034
2020-03-12,0.7835455818717855
2020-03-13,0.7772456027765187
2020-03-16,0.7698823844718108
2020-03-17,0.7634285924389969
2020-03-18,0.785877794742928
2020-03-19,0.7941227492359904
2020-03-20,0.7883884190802352
2020-03-23,0.7911023622612917
2020-03-24,0.7904845052656837
2020-03-25,0.8023954721648789
2020-03-26,0.7736578301954098
2020-03-27,0.8014640486501141
2020-03-30,0.8084690474689622
2020-03-31,0.7889164650811066
2020-04-01,0.7861123503918797
2020-04-02,0.7928020007055252
2020-04-03,0.767873495981607
2020-04-06,0.7716890838053962
2020-04-07,0.7642403109052244
2020-04-08,0.7673661430033046
2020-04-09,0.8044114235970641
2020-04-10,0.8234611100190669
2020-04-13,0.8045605640559235
2020-04-14,0.8300777274559946
2020-04-15,0.8072860020130198
2020-04-16,0.8231535475538099
2020-04-17,0.8333930813658272
2020-04-20,0.8158869032926628
2020-04-21,0.8390992730588059
2020-04-22,0.8096678864808526
2020-04-23,0.8233910971231945
2020-04-24,0.8013980957772291
2020-04-27,0.7883937068873184
2020-04-28,0.785552451920683
2020-04-29,0.7890589082122331
2020-04-30,0.7868476772196634
2020-05-01,0.7870621041910695
2020-05-04,0.7971478990048794
2020-05-05,0.8001558426984017
2020-05-06,0.7521853723163364
