seed,condition,pws_final_half,pws_slope,pws_mean,pws_std,pws_q1,pws_q2,pws_q3,pws_q4
28,treatment,0.7809460687616092,5.7870309825195555e-05,0.7850768909529579,0.05236990652757614,0.8055581785142218,0.8736435789608644,0.9456189965418186,0.9081098120114234
30,control,0.7588250824564617,-1.2938788708585591e-05,0.7584003636686136,0.03814451941072756,,,,
29,treatment,0.7951754323488004,9.090340971781808e-05,0.7932058380503113,0.050997783992041745,0.8093748876147577,0.8726281131239323,0.9562627448999822,0.9212470368564646
31,control,0.7574842168022985,-1.5104607951765521e-06,0.7570287447110076,0.03840119953967546,,,,
32,control,0.7592612368210538,1.5762540539363332e-06,0.7581065601155962,0.03841306531016651,,,,
30,treatment,0.7817354746582466,5.653450925308711e-06,0.790979940779001,0.05232670063582753,0.8216576277765144,0.8832057702506827,0.9465015857281595,0.9056724213350955
31,treatment,0.7825088908130662,3.6623965744592244e-06,0.7879454029777538,0.0509521835093114,0.8124662313564043,0.879207476465243,0.9487399526118491,0.9075771943070867
33,control,0.7576778445691286,-1.9221907410279925e-06,0.756997017658988,0.038300098278842516,,,,
32,treatment,0.79104574489308,8.209755472812114e-05,0.792397836602873,0.05133407220646442,0.8262205333819947,0.8815495769745791,0.9510481769560166,0.9080041177665072
34,control,0.7577546272383735,-1.2335245772325822e-05,0.7570869269784896,0.038105015013268906,,,,
33,treatment,0.7790703204796418,-9.96315351671065e-05,0.7918299114652123,0.05258704268004145,0.8111644272805618,0.8764981369427713,0.9470383994942443,0.9049778680837911
35,control,0.758002774695418,2.4116866132507897e-06,0.7565289964846278,0.038641815989292894,,,,
36,control,0.7595557623777269,7.083830374802392e-06,0.7568670254244286,0.03803443430754347,,,,
34,treatment,0.7878441183311927,-1.014843214067192e-05,0.7940267154128671,0.048385347509809024,0.8065917773504798,0.8764510274351753,0.9531043981720118,0.9137494548990232
37,control,0.761041347838362,1.5140661760110022e-05,0.758123148000569,0.038292347326753295,,,,
35,treatment,0.7802298012484936,3.5895842238681206e-06,0.7819258795630512,0.05198674812655146,0.8018397079916002,0.8712767778461247,0.9511125998003164,0.9118832423099271
36,treatment,0.7715900375416476,-1.7499950051915515e-05,0.7781722912671467,0.05412866822898245,0.815504221852717,0.887374152485269,0.9428847218915242,0.8987324805692671
38,control,0.7593471295053187,2.712775244770329e-06,0.7572045233782936,0.038629301065583134,,,,
39,control,0.7602935812908375,1.3866108501218929e-05,0.7577060480786093,0.03834680627882535,,,,
37,treatment,0.77711053729622,-7.249520170091858e-05,0.7911201540266595,0.050497736098550856,0.7989928036026046,0.876909433850235,0.9485576365157459,0.905833466401151
40,control,0.7587715992702673,-3.7009482706457987e-06,0.7576540281463113,0.03832090656735375,,,,
38,treatment,0.7950559670557263,4.062102257011386e-05,0.7951886005965556,0.04821895320176403,0.8079786468890878,0.8746845270650676,0.9557200620775751,0.9190773380174103
41,control,0.7574175080621527,4.203364944662724e-06,0.7554678230334573,0.03852822792339082,,,,
39,treatment,0.7741607214643617,1.5189910005378016e-05,0.7771606707770771,0.05222882505334735,0.8102959491905244,0.8772871557728251,0.9396940005840794,0.8969886699339216
40,treatment,0.7818093302425047,-2.6997063715953783e-06,0.7933378466966953,0.05092345964313491,0.8076778382347997,0.873331919148761,0.9452778183921103,0.9026397328010346
42,control,0.7568401431685546,1.0550308068284093e-08,0.7561464021788609,0.038083913229764364,,,,
41,treatment,0.7925456990282559,-2.0389686015515876e-05,0.7967530804157819,0.0486874761835884,0.8040303407285925,0.8715246589944016,0.9536798477527043,0.9182658420229409
43,control,0.7578916802295746,-9.943260929386948e-07,0.75665118386383,0.03834941581727159,,,,
42,treatment,0.7768066961509549,-7.717655541366659e-05,0.7898011590864248,0.05071573877784623,0.8019684579058067,0.8700149368549004,0.9479799451576807,0.9067323487936159
44,control,0.7601331211379145,1.5510573411034437e-05,0.7575127685713823,0.03872533563141641,,,,
45,control,0.7585262689475013,-4.321635407742434e-06,0.7575839843624328,0.0379989002551478,,,,
43,treatment,0.7805515898298132,-4.185835653558443e-05,0.7881268182110615,0.05184214503806095,0.8101637126984159,0.8775619718981598,0.9479571193797078,0.9059607852789512
46,control,0.7572345240793396,-7.610198987686046e-06,0.7561927343309771,0.03824724907766783,,,,
44,treatment,0.7900015789313704,5.446112428048564e-07,0.7932611537061883,0.050446393570604736,0.8051523757859694,0.86943354452735,0.9573006938141152,0.9233463228987824
45,treatment,0.7694969747424067,-0.00011912356756073366,0.7808766061845429,0.054258500234309094,0.8177044628878802,0.8805212615851553,0.9421774210280178,0.8989546246911475
47,control,0.7597931821197077,4.793911510913023e-06,0.7581374182306952,0.03849451321509291,,,,
48,control,0.7591001834734028,8.150159192063647e-06,0.7566259422752258,0.03811565158458174,,,,
46,treatment,0.7797625008856439,-3.807901930561719e-05,0.7871069768471669,0.049816924773946475,0.7956904358244312,0.8710851705092166,0.9535960181893761,0.916550217973266
49,control,0.7582423197752621,-1.1597457457129846e-05,0.7571323408275689,0.03846676912175229,,,,
47,treatment,0.7711206471954017,9.098063869693224e-05,0.7703888303155952,0.05560373521523309,0.8025755479279203,0.8738368337844489,0.9508962141096329,0.9091653652881121
48,treatment,0.7771628551056551,7.685175618385113e-06,0.7861800075020466,0.0530270337937588,0.8124318154818028,0.8758011398758206,0.9474969426798404,0.9058912582185714
50,control,0.7594913337194745,1.3817160426141206e-05,0.7571692970776551,0.03852911002179735,,,,
